gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
Female,1,No,No,12,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,31.67,2460.48
Male,0,No,No,27,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),47.43,4581.1
Female,0,No,Yes,18,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,112.62,246.87
Male,1,No,Yes,44,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,117.18,6153.48
Female,0,No,No,19,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.83,2192.13
Male,0,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,84.67,5771.89
Female,1,No,Yes,47,No,No phone service,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),62.22,4011.45
Male,1,Yes,Yes,57,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,21.97,3283.66
Male,1,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,87.01,5298.1
Male,0,Yes,No,65,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,76.0,6405.08
Male,1,Yes,No,67,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,88.75,3976.48
Female,0,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.19,4855.33
Male,1,Yes,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,105.61,4693.18
Male,1,Yes,No,16,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),75.19,5804.13
Male,1,Yes,No,56,No,No phone service,DSL,Yes,No,No,No,No,Yes,Two year,No,Electronic check,21.49,6738.61
Male,0,No,No,55,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,104.26,6470.28
Male,1,Yes,Yes,39,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,88.1,3333.89
Male,0,No,Yes,50,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),53.63,3816.79
Female,0,Yes,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,91.01,7872.18
Male,1,No,Yes,64,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,44.33,4846.22
Male,1,Yes,No,58,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),111.08,4124.03
Female,0,No,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,72.14,4547.88
Male,1,No,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,75.37,266.01
Female,0,No,Yes,56,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),33.97,6437.02
Male,1,Yes,Yes,5,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,70.12,7202.91
Male,0,No,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),65.64,7586.64
Female,1,No,No,21,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,79.54,1440.69
Male,1,Yes,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,32.17,7942.18
Male,0,Yes,No,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,46.37,2217.08
Female,1,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,46.74,627.23
Male,0,Yes,Yes,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),65.54,6086.7
Female,0,Yes,Yes,34,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,85.65,1334.45
Male,0,No,Yes,29,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),48.41,2678.61
Female,1,Yes,No,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),28.14,7142.0
Female,1,No,Yes,58,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),63.28,6768.77
Male,1,Yes,Yes,10,No,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),41.0,3506.28
Female,0,No,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,36.92,1093.12
Female,1,No,No,16,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,85.16,7032.05
Female,1,Yes,Yes,29,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),18.56,3958.94
Male,0,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),49.57,1930.62
Male,1,No,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.94,1395.14
Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),82.57,2964.22
Male,0,Yes,No,2,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),66.28,7008.55
Male,0,No,No,21,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,95.37,425.27
Male,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,55.79,1385.99
Female,1,Yes,No,9,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,58.73,4910.34
Male,1,No,No,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,99.28,3462.45
Male,1,No,No,57,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),81.33,2774.0
Female,1,Yes,Yes,14,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),22.57,6838.65
Male,1,Yes,Yes,68,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),110.72,5366.52
Female,0,No,Yes,52,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,33.54,6698.14
Female,0,Yes,Yes,49,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,98.22,3476.35
Female,0,Yes,Yes,35,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),110.92,7137.7
Male,0,No,Yes,67,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Electronic check,118.81,488.87
Female,1,No,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,42.24,2241.29
Female,1,No,Yes,2,Yes,No,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),104.73,4222.53
Female,1,Yes,No,26,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),111.62,3245.49
Male,1,Yes,No,35,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Mailed check,68.39,3349.65
Male,1,No,Yes,35,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),109.67,4702.3
Female,0,No,No,28,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,89.48,4807.96
Male,1,Yes,No,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),69.1,69.63
Male,1,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Mailed check,76.06,1142.61
Male,1,No,No,67,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),46.66,7941.35
Female,0,No,No,69,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,56.93,3351.48
Female,0,Yes,No,35,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,43.78,4974.66
Male,0,Yes,No,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,55.07,6851.83
Female,1,No,No,2,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Electronic check,45.17,7184.81
Female,1,No,No,72,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,61.33,3889.24
Male,0,No,Yes,24,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,39.98,353.96
Female,0,No,Yes,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),51.9,5112.09
Male,1,No,No,67,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.41,3143.29
Male,0,No,Yes,16,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),61.83,5719.45
Female,1,No,Yes,35,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),52.98,2646.37
Female,1,No,No,46,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,43.51,5331.54
Female,0,No,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,107.21,6766.9
Female,0,Yes,Yes,59,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),109.69,1615.0
Male,1,Yes,Yes,1,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.64,7278.53
Male,0,No,Yes,33,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,46.66,4896.87
Female,1,Yes,Yes,52,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Mailed check,45.21,6051.28
Female,1,Yes,Yes,50,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),118.15,2319.51
Male,0,No,No,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),81.66,1159.91
Female,0,No,Yes,5,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,118.8,4219.49
Female,0,No,Yes,18,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),77.73,6915.25
Female,1,No,Yes,16,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),51.12,4244.69
Male,0,Yes,Yes,24,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,109.41,2769.77
Male,1,Yes,No,25,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,19.62,6276.61
Male,1,Yes,Yes,12,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),37.4,7926.22
Female,0,No,No,52,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),69.41,4506.56
Female,1,No,Yes,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),39.95,905.42
Male,1,Yes,No,41,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),84.29,7253.51
Female,1,Yes,Yes,4,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),96.52,6387.92
Male,1,No,No,7,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,52.15,6738.59
Male,0,No,No,57,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,101.09,1371.24
Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,64.09,5943.78
Female,0,Yes,Yes,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),56.81,4687.48
Female,1,No,Yes,6,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),19.49,5141.61
Female,0,Yes,No,33,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),59.44,6994.19
Female,0,Yes,No,60,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),58.75,7481.74
Female,0,No,No,11,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),27.01,6557.54
Male,0,Yes,No,14,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,83.05,5519.4
Male,1,Yes,No,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,50.88,2527.19
Male,1,Yes,No,27,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,62.85,4756.84
Male,0,Yes,Yes,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),85.89,213.25
Female,1,No,No,20,No,No phone service,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,33.22,5128.9
Male,0,Yes,Yes,45,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,70.57,158.26
Female,0,No,No,37,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),51.4,1975.99
Male,1,No,No,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,90.36,6344.9
Female,1,No,Yes,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.32,6527.22
Female,1,Yes,No,20,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,75.65,7954.33
Male,0,Yes,Yes,19,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,100.4,1806.42
Male,1,No,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,89.9,4544.39
Male,1,No,No,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,75.5,6436.89
Male,1,Yes,No,7,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),115.85,2432.84
Female,1,No,No,39,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),24.44,7851.5
Male,0,No,Yes,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),99.87,705.53
Male,0,No,No,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.66,5270.84
Male,0,No,Yes,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,57.96,2182.28
Female,0,Yes,No,28,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Mailed check,91.59,7232.49
Female,0,No,Yes,16,No,No phone service,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),65.45,1041.87
Female,1,No,No,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),73.27,7185.24
Male,1,Yes,Yes,38,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,97.41,3611.69
Female,1,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.39,4333.04
Female,1,No,Yes,26,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,59.26,3966.5
Female,1,Yes,No,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),99.03,2668.44
